name,url
1074,MICARDIS,viewrating.asp?drug=20850&name=MICARDIS
1075,MICARDIS HCT,viewrating.asp?drug=21162&name=MICARDIS+HCT
1076,MICONAZOLE 3 COMBINATION PACK,viewrating.asp?drug=76357&name=MICONAZOLE+3+COMBINATION+PACK
1077,MICONAZOLE 7,viewrating.asp?drug=74164&name=MICONAZOLE+7
1078,MICROGESTIN FE 1.5/30,viewrating.asp?drug=75548&name=MICROGESTIN+FE+1%2E5%2F30
1079,MICROGESTIN FE 1/20,viewrating.asp?drug=75647&name=MICROGESTIN+FE+1%2F20
1080,MICRO-K,viewrating.asp?drug=18238&name=MICRO%2DK
1081,MICROLITE,viewrating.asp?drug=18263&name=MICROLITE
1082,MICRONASE,viewrating.asp?drug=17498&name=MICRONASE
1083,MICRONOR,viewrating.asp?drug=16954&name=MICRONOR
1084,MICROZIDE,viewrating.asp?drug=20504&name=MICROZIDE
1085,MIDAZOLAM HCL,viewrating.asp?drug=75154&name=MIDAZOLAM+HCL
1086,MIDODRINE HYDROCHLORIDE,viewrating.asp?drug=77746&name=MIDODRINE+HYDROCHLORIDE
1087,MIDOL LIQUID GELS,viewrating.asp?drug=21472&name=MIDOL+LIQUID+GELS
1088,MIFEPREX,viewrating.asp?drug=20687&name=MIFEPREX
1089,MIGRANAL,viewrating.asp?drug=20148&name=MIGRANAL
1090,MILTOWN,viewrating.asp?drug=9698&name=MILTOWN
1091,MINASTRIN 24 FE,viewrating.asp?drug=203667&name=MINASTRIN+24+FE
1092,MINIPRESS,viewrating.asp?drug=17442&name=MINIPRESS
1093,MINIPRESS XL,viewrating.asp?drug=19775&name=MINIPRESS+XL
1094,MINIVELLE,viewrating.asp?drug=203752&name=MINIVELLE
1095,MINOCIN,viewrating.asp?drug=50444&name=MINOCIN
1096,MINOCYCLINE HCL,viewrating.asp?drug=63009&name=MINOCYCLINE+HCL
1097,MINOXIDIL (FOR MEN),viewrating.asp?drug=74500&name=MINOXIDIL+%28FOR+MEN%29
1098,MINOXIDIL (FOR WOMEN),viewrating.asp?drug=74743&name=MINOXIDIL+%28FOR+WOMEN%29
1099,MINOXIDIL EXTRA STRENGTH (FOR MEN),viewrating.asp?drug=75518&name=MINOXIDIL+EXTRA+STRENGTH+%28FOR+MEN%29
1100,MIRALAX,viewrating.asp?drug=20698&name=MIRALAX
1101,MIRAPEX,viewrating.asp?drug=20667&name=MIRAPEX
1102,MIRAPEX ER,viewrating.asp?drug=22421&name=MIRAPEX+ER
1103,MIRCETTE,viewrating.asp?drug=20713&name=MIRCETTE
1104,MIRENA,viewrating.asp?drug=21225&name=MIRENA
1105,MIRTAZAPINE,viewrating.asp?drug=76689&name=MIRTAZAPINE
1106,MIRVASO,viewrating.asp?drug=204708&name=MIRVASO
1107,MISOPROSTOL,viewrating.asp?drug=76095&name=MISOPROSTOL
1108,MOBAN,viewrating.asp?drug=17111&name=MOBAN
1109,MOBIC,viewrating.asp?drug=20938&name=MOBIC
1110,MODICON 21,viewrating.asp?drug=17488&name=MODICON+21
1111,MODURETIC 5-50,viewrating.asp?drug=18201&name=MODURETIC+5%2D50
1112,MONISTAT 1 COMBINATION PACK,viewrating.asp?drug=21308&name=MONISTAT+1+COMBINATION+PACK
1113,MONISTAT 3,viewrating.asp?drug=18888&name=MONISTAT+3
1114,MONISTAT 3 COMBINATION PACK,viewrating.asp?drug=21261&name=MONISTAT+3+COMBINATION+PACK
1115,MONISTAT 7,viewrating.asp?drug=17450&name=MONISTAT+7
1116,MONISTAT 7 COMBINATION PACK,viewrating.asp?drug=20288&name=MONISTAT+7+COMBINATION+PACK
1117,MONISTAT DUAL- PAK,viewrating.asp?drug=20968&name=MONISTAT+DUAL%2D+PAK
1118,MONISTAT-3 COMBINATION PACK,viewrating.asp?drug=20670&name=MONISTAT%2D3+COMBINATION+PACK
1119,MONODOX,viewrating.asp?drug=50641&name=MONODOX
1120,MONO-LINYAH,viewrating.asp?drug=90523&name=MONO%2DLINYAH
1121,MONOPRIL,viewrating.asp?drug=19915&name=MONOPRIL
1122,MONOPRIL-HCT,viewrating.asp?drug=20286&name=MONOPRIL%2DHCT
1123,MONUROL,viewrating.asp?drug=50717&name=MONUROL
1124,MORPHINE SULFATE,viewrating.asp?drug=19916&name=MORPHINE+SULFATE
1125,MOTOFEN,viewrating.asp?drug=17744&name=MOTOFEN
1126,MOTRIN,viewrating.asp?drug=17463&name=MOTRIN
1127,MOVIPREP,viewrating.asp?drug=21881&name=MOVIPREP
1128,MS CONTIN,viewrating.asp?drug=19516&name=MS+CONTIN
1129,MUCINEX,viewrating.asp?drug=21282&name=MUCINEX
1130,MUCINEX D,viewrating.asp?drug=21585&name=MUCINEX+D
1131,MUCINEX DM,viewrating.asp?drug=21620&name=MUCINEX+DM
1132,MULTAQ,viewrating.asp?drug=22425&name=MULTAQ
1133,MUPIROCIN,viewrating.asp?drug=65192&name=MUPIROCIN
1134,MUSE,viewrating.asp?drug=20700&name=MUSE
1135,MYCELEX,viewrating.asp?drug=18181&name=MYCELEX
1136,MYCOBUTIN,viewrating.asp?drug=50689&name=MYCOBUTIN
1137,MYCOLOG-II,viewrating.asp?drug=60572&name=MYCOLOG%2DII
1138,MYCO-TRIACET II,viewrating.asp?drug=61954&name=MYCO%2DTRIACET+II
1139,MYLERAN,viewrating.asp?drug=9386&name=MYLERAN
1140,MYORISAN,viewrating.asp?drug=76485&name=MYORISAN
1141,MYRBETRIQ,viewrating.asp?drug=202611&name=MYRBETRIQ
1142,MYSOLINE,viewrating.asp?drug=9170&name=MYSOLINE
1143,MYZILRA,viewrating.asp?drug=77502&name=MYZILRA
1144,M-ZOLE 3 COMBINATION PACK,viewrating.asp?drug=74926&name=M%2DZOLE+3+COMBINATION+PACK
1145,NABUMETONE,viewrating.asp?drug=75179&name=NABUMETONE
1146,NADOLOL,viewrating.asp?drug=74172&name=NADOLOL
1147,NAFTIN,viewrating.asp?drug=19356&name=NAFTIN
1148,NALFON,viewrating.asp?drug=17604&name=NALFON
1149,NALTREXONE HCL,viewrating.asp?drug=74918&name=NALTREXONE+HCL
1150,NAMENDA,viewrating.asp?drug=21627&name=NAMENDA
1151,NAPRELAN,viewrating.asp?drug=20353&name=NAPRELAN
1152,NAPROSYN,viewrating.asp?drug=17581&name=NAPROSYN
1153,NAPROXEN,viewrating.asp?drug=74105&name=NAPROXEN
1154,NAPROXEN SODIUM,viewrating.asp?drug=74142&name=NAPROXEN+SODIUM
1155,NARDIL,viewrating.asp?drug=11909&name=NARDIL
1156,NASACORT,viewrating.asp?drug=19798&name=NASACORT
1157,NASACORT AQ,viewrating.asp?drug=20468&name=NASACORT+AQ
1158,NASALCROM,viewrating.asp?drug=20463&name=NASALCROM
1159,NASAREL,viewrating.asp?drug=20409&name=NASAREL
1160,NASONEX,viewrating.asp?drug=20762&name=NASONEX
1161,NATAZIA,viewrating.asp?drug=22252&name=NATAZIA
1162,NATESTO,viewrating.asp?drug=205488&name=NATESTO
1163,NAVANE,viewrating.asp?drug=16584&name=NAVANE
1164,NEGGRAM,viewrating.asp?drug=14214&name=NEGGRAM
1165,NEMBUTAL,viewrating.asp?drug=83244&name=NEMBUTAL
1166,NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE,viewrating.asp?drug=62721&name=NEOMYCIN+AND+POLYMYXIN+B+SULFATES+AND+DEXAMETHASONE
1167,NEORAL,viewrating.asp?drug=50716&name=NEORAL
1168,NEOSPORIN,viewrating.asp?drug=50417&name=NEOSPORIN
1169,NEPTAZANE,viewrating.asp?drug=11721&name=NEPTAZANE
1170,NEUPRO,viewrating.asp?drug=21829&name=NEUPRO
1171,NEURONTIN,viewrating.asp?drug=20235&name=NEURONTIN
1172,NEXAVAR,viewrating.asp?drug=21923&name=NEXAVAR
1173,NEXIUM,viewrating.asp?drug=21153&name=NEXIUM
1174,NEXIUM IV,viewrating.asp?drug=21689&name=NEXIUM+IV
1175,NIACIN,viewrating.asp?drug=81134&name=NIACIN
1176,NIACOR,viewrating.asp?drug=40378&name=NIACOR
1177,NIASPAN,viewrating.asp?drug=20381&name=NIASPAN
1178,NICODERM CQ,viewrating.asp?drug=20165&name=NICODERM+CQ
1179,NICOLAR,viewrating.asp?drug=83823&name=NICOLAR
1180,NICORETTE,viewrating.asp?drug=18612&name=NICORETTE
1181,NICOTINE POLACRILEX,viewrating.asp?drug=74507&name=NICOTINE+POLACRILEX
1182,NIFEDIPINE,viewrating.asp?drug=72409&name=NIFEDIPINE
1183,NILSTAT,viewrating.asp?drug=50299&name=NILSTAT
1184,NIRAVAM,viewrating.asp?drug=21726&name=NIRAVAM
1185,NITRO-DUR,viewrating.asp?drug=20145&name=NITRO%2DDUR
1186,NITROFURANTOIN,viewrating.asp?drug=73652&name=NITROFURANTOIN
1187,NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS),viewrating.asp?drug=76648&name=NITROFURANTOIN+%28MONOHYDRATE%2FMACROCRYSTALS%29
1188,NITROGLYCERIN,viewrating.asp?drug=18531&name=NITROGLYCERIN
1189,NITROSTAT,viewrating.asp?drug=21134&name=NITROSTAT
1190,NIZORAL,viewrating.asp?drug=18533&name=NIZORAL
1191,NOLVADEX,viewrating.asp?drug=17970&name=NOLVADEX
1192,NORCO,viewrating.asp?drug=40148&name=NORCO
1193,NORDETTE-21,viewrating.asp?drug=18668&name=NORDETTE%2D21
1194,NORDETTE-28,viewrating.asp?drug=18782&name=NORDETTE%2D28
1195,NORDITROPIN,viewrating.asp?drug=19721&name=NORDITROPIN
1196,NORDITROPIN NORDIFLEX,viewrating.asp?drug=21148&name=NORDITROPIN+NORDIFLEX
1197,NORETHINDRONE AND ETHINYL ESTRADIOL,viewrating.asp?drug=70684&name=NORETHINDRONE+AND+ETHINYL+ESTRADIOL
1198,NORFLEX,viewrating.asp?drug=12157&name=NORFLEX
1199,NORGESIC,viewrating.asp?drug=13416&name=NORGESIC
1200,NORGESTIMATE AND ETHINYL ESTRADIOL,viewrating.asp?drug=76626&name=NORGESTIMATE+AND+ETHINYL+ESTRADIOL
1201,NORINYL 1+35 21-DAY,viewrating.asp?drug=17565&name=NORINYL+1%2B35+21%2DDAY
1202,NORINYL 1+50 21-DAY,viewrating.asp?drug=13625&name=NORINYL+1%2B50+21%2DDAY
1203,NORITATE,viewrating.asp?drug=20743&name=NORITATE
1204,NORMODYNE,viewrating.asp?drug=18687&name=NORMODYNE
1205,NOROXIN,viewrating.asp?drug=19384&name=NOROXIN
1206,NORPACE,viewrating.asp?drug=17447&name=NORPACE
1207,NORPACE CR,viewrating.asp?drug=18655&name=NORPACE+CR
1208,NORPLANT SYSTEM,viewrating.asp?drug=20088&name=NORPLANT+SYSTEM
1209,NORPRAMIN,viewrating.asp?drug=14399&name=NORPRAMIN
1210,NOR-QD,viewrating.asp?drug=17060&name=NOR%2DQD
1211,NORTRIPTYLINE HYDROCHLORIDE,viewrating.asp?drug=74234&name=NORTRIPTYLINE+HYDROCHLORIDE
1212,NORTRIPTYLINE HYDROCHLORIDE,viewrating.asp?drug=73553&name=NORTRIPTYLINE+HYDROCHLORIDE
1213,NORVASC,viewrating.asp?drug=19787&name=NORVASC
1214,NORVIR,viewrating.asp?drug=20659&name=NORVIR
1215,NOVOLIN 70/30,viewrating.asp?drug=19991&name=NOVOLIN+70%2F30
1216,NOVOLIN R,viewrating.asp?drug=19938&name=NOVOLIN+R
1217,NOVOLOG,viewrating.asp?drug=20986&name=NOVOLOG
1218,NUBAIN,viewrating.asp?drug=18024&name=NUBAIN
1219,NUCALA,viewrating.asp?drug=125526&name=NUCALA
1220,NUCYNTA,viewrating.asp?drug=22304&name=NUCYNTA
1221,NUCYNTA ER,viewrating.asp?drug=200533&name=NUCYNTA+ER
1222,NUEDEXTA,viewrating.asp?drug=21879&name=NUEDEXTA
1223,NULYTELY,viewrating.asp?drug=19797&name=NULYTELY
1224,NUMORPHAN,viewrating.asp?drug=11707&name=NUMORPHAN
1225,NUTROPIN,viewrating.asp?drug=20168&name=NUTROPIN
1226,NUVARING,viewrating.asp?drug=21187&name=NUVARING
1227,NUVIGIL,viewrating.asp?drug=21875&name=NUVIGIL
1228,NYSTATIN,viewrating.asp?drug=61966&name=NYSTATIN
1229,NYSTATIN AND TRIAMCINOLONE ACETONIDE,viewrating.asp?drug=62280&name=NYSTATIN+AND+TRIAMCINOLONE+ACETONIDE
1230,NYSTOP,viewrating.asp?drug=64118&name=NYSTOP
1231,OCUCLEAR,viewrating.asp?drug=18471&name=OCUCLEAR
1232,OGEN .625,viewrating.asp?drug=83220&name=OGEN+%2E625
1233,OGESTREL 0.5/50-21,viewrating.asp?drug=75406&name=OGESTREL+0%2E5%2F50%2D21
1234,OLANZAPINE,viewrating.asp?drug=76866&name=OLANZAPINE
1235,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,viewrating.asp?drug=77742&name=OLANZAPINE+AND+FLUOXETINE+HYDROCHLORIDE
1236,OLUX,viewrating.asp?drug=21142&name=OLUX
1237,OMACOR,viewrating.asp?drug=21853&name=OMACOR
1238,OMEPRAZOLE,viewrating.asp?drug=76048&name=OMEPRAZOLE
1239,OMEPRAZOLE AND CLARITHROMYCIN AND AMOXICILLIN,viewrating.asp?drug=50824&name=OMEPRAZOLE+AND+CLARITHROMYCIN+AND+AMOXICILLIN
1240,OMEPRAZOLE AND SODIUM BICARBONATE,viewrating.asp?drug=78966&name=OMEPRAZOLE+AND+SODIUM+BICARBONATE
1241,OMEPRAZOLE MAGNESIUM,viewrating.asp?drug=78878&name=OMEPRAZOLE+MAGNESIUM
1242,OMNARIS,viewrating.asp?drug=22004&name=OMNARIS
1243,OMNICEF,viewrating.asp?drug=50739&name=OMNICEF
1244,OMNIPEN (AMPICILLIN),viewrating.asp?drug=60624&name=OMNIPEN+%28AMPICILLIN%29
1245,OMNISCAN,viewrating.asp?drug=20123&name=OMNISCAN
1246,ONCOVIN,viewrating.asp?drug=14103&name=ONCOVIN
1247,ONFI,viewrating.asp?drug=202067&name=ONFI
1248,ONGLYZA,viewrating.asp?drug=22350&name=ONGLYZA
1249,OPANA,viewrating.asp?drug=21611&name=OPANA
1250,OPANA ER,viewrating.asp?drug=21610&name=OPANA+ER
1251,OPDIVO,viewrating.asp?drug=125527&name=OPDIVO
1252,OPTICROM,viewrating.asp?drug=18155&name=OPTICROM
1253,OPTIVAR,viewrating.asp?drug=21127&name=OPTIVAR
1254,ORACEA,viewrating.asp?drug=50805&name=ORACEA
1255,ORAMORPH SR,viewrating.asp?drug=19977&name=ORAMORPH+SR
1256,ORAP,viewrating.asp?drug=17473&name=ORAP
1257,ORAPRED,viewrating.asp?drug=75117&name=ORAPRED
1258,ORENCIA,viewrating.asp?drug=125118&name=ORENCIA
1259,ORSYTHIA,viewrating.asp?drug=77099&name=ORSYTHIA
1260,ORTHO CYCLEN-21,viewrating.asp?drug=19653&name=ORTHO+CYCLEN%2D21
1261,ORTHO EVRA,viewrating.asp?drug=21180&name=ORTHO+EVRA
1262,ORTHO TRI-CYCLEN,viewrating.asp?drug=19697&name=ORTHO+TRI%2DCYCLEN
1263,ORTHO-CEPT,viewrating.asp?drug=20301&name=ORTHO%2DCEPT
1264,ORTHO-NOVUM 1/35-21,viewrating.asp?drug=17489&name=ORTHO%2DNOVUM+1%2F35%2D21
1265,ORTHO-NOVUM 1/35-28,viewrating.asp?drug=17919&name=ORTHO%2DNOVUM+1%2F35%2D28
1266,ORTHO-NOVUM 1/50 21,viewrating.asp?drug=12728&name=ORTHO%2DNOVUM+1%2F50+21
1267,ORTHO-NOVUM 7/14-28,viewrating.asp?drug=19004&name=ORTHO%2DNOVUM+7%2F14%2D28
1268,ORTHO-NOVUM 7/7/7-21,viewrating.asp?drug=18985&name=ORTHO%2DNOVUM+7%2F7%2F7%2D21
1269,ORUDIS,viewrating.asp?drug=18754&name=ORUDIS
1270,ORUDIS KT,viewrating.asp?drug=20429&name=ORUDIS+KT
1271,ORUVAIL,viewrating.asp?drug=19816&name=ORUVAIL
1272,OSMOPREP,viewrating.asp?drug=21892&name=OSMOPREP
1273,OSPHENA,viewrating.asp?drug=203505&name=OSPHENA
1274,OTEZLA,viewrating.asp?drug=205437&name=OTEZLA
1275,OVCON-35,viewrating.asp?drug=17716&name=OVCON%2D35
1276,OVCON-50,viewrating.asp?drug=17576&name=OVCON%2D50
1277,OVIDE,viewrating.asp?drug=18613&name=OVIDE
1278,OVIDREL,viewrating.asp?drug=21149&name=OVIDREL
1279,OVRAL-28,viewrating.asp?drug=16806&name=OVRAL%2D28
1280,OVRETTE,viewrating.asp?drug=17031&name=OVRETTE
1281,OXANDROLONE,viewrating.asp?drug=77827&name=OXANDROLONE
1282,OXAZEPAM,viewrating.asp?drug=70943&name=OXAZEPAM
1283,OXISTAT,viewrating.asp?drug=19828&name=OXISTAT
1284,OXTELLAR XR,viewrating.asp?drug=202810&name=OXTELLAR+XR
1285,OXYBUTYNIN CHLORIDE,viewrating.asp?drug=71655&name=OXYBUTYNIN+CHLORIDE
1286,OXYCET,viewrating.asp?drug=87463&name=OXYCET
1287,OXYCODONE AND ACETAMINOPHEN,viewrating.asp?drug=40105&name=OXYCODONE+AND+ACETAMINOPHEN
1288,OXYCODONE AND ASPIRIN,viewrating.asp?drug=40255&name=OXYCODONE+AND+ASPIRIN
1289,OXYCODONE HYDROCHLORIDE,viewrating.asp?drug=77822&name=OXYCODONE+HYDROCHLORIDE
1290,OXYCODONE HYDROCHLORIDE AND IBUPROFEN,viewrating.asp?drug=78769&name=OXYCODONE+HYDROCHLORIDE+AND+IBUPROFEN
1291,OXYCONTIN,viewrating.asp?drug=20553&name=OXYCONTIN
1292,OXYTETRACYCLINE HCL,viewrating.asp?drug=60869&name=OXYTETRACYCLINE+HCL
1293,OXYTROL,viewrating.asp?drug=21351&name=OXYTROL
1294,PACERONE,viewrating.asp?drug=75135&name=PACERONE
1295,PAMELOR,viewrating.asp?drug=18013&name=PAMELOR
1296,PAMINE,viewrating.asp?drug=8848&name=PAMINE
1297,PANTOPRAZOLE SODIUM,viewrating.asp?drug=78281&name=PANTOPRAZOLE+SODIUM
1298,PARAFON FORTE DSC,viewrating.asp?drug=11529&name=PARAFON+FORTE+DSC
1299,PARAGARD T 380A,viewrating.asp?drug=18680&name=PARAGARD+T+380A
1300,PARAPLATIN,viewrating.asp?drug=19880&name=PARAPLATIN
1301,PARLODEL,viewrating.asp?drug=17962&name=PARLODEL
1302,PARNATE,viewrating.asp?drug=12342&name=PARNATE
1303,PAROXETINE HYDROCHLORIDE,viewrating.asp?drug=77395&name=PAROXETINE+HYDROCHLORIDE
1304,PATADAY,viewrating.asp?drug=21545&name=PATADAY
1305,PATANASE,viewrating.asp?drug=21861&name=PATANASE
1306,PATANOL,viewrating.asp?drug=20688&name=PATANOL
1307,PAXIL,viewrating.asp?drug=20031&name=PAXIL
1308,PAXIL CR,viewrating.asp?drug=20936&name=PAXIL+CR
1309,PEMOLINE,viewrating.asp?drug=75030&name=PEMOLINE
1310,PENICILLIN G SODIUM,viewrating.asp?drug=63014&name=PENICILLIN+G+SODIUM
1311,PENICILLIN V POTASSIUM,viewrating.asp?drug=61528&name=PENICILLIN+V+POTASSIUM
1312,PENICILLIN-VK,viewrating.asp?drug=60456&name=PENICILLIN%2DVK
1313,PENLAC,viewrating.asp?drug=21022&name=PENLAC
1314,PENNSAID,viewrating.asp?drug=20947&name=PENNSAID
1315,PENTASA,viewrating.asp?drug=20049&name=PENTASA
1316,PENTOTHAL,viewrating.asp?drug=11679&name=PENTOTHAL
1317,PEN-VEE K,viewrating.asp?drug=60006&name=PEN%2DVEE+K
1318,PEPCID,viewrating.asp?drug=19462&name=PEPCID
1319,PEPCID AC,viewrating.asp?drug=20325&name=PEPCID+AC
1320,PEPCID COMPLETE,viewrating.asp?drug=20958&name=PEPCID+COMPLETE
1321,PEPCID RPD,viewrating.asp?drug=20752&name=PEPCID+RPD
1322,PERCOCET,viewrating.asp?drug=40330&name=PERCOCET
1323,PERCODAN-DEMI,viewrating.asp?drug=7337&name=PERCODAN%2DDEMI
1324,PERGONAL,viewrating.asp?drug=17646&name=PERGONAL
1325,PERIACTIN,viewrating.asp?drug=12649&name=PERIACTIN
1326,PERIDEX,viewrating.asp?drug=19028&name=PERIDEX
1327,PERIOGARD,viewrating.asp?drug=73695&name=PERIOGARD
1328,PERIOSTAT,viewrating.asp?drug=50744&name=PERIOSTAT
1329,PERMAX,viewrating.asp?drug=19385&name=PERMAX
1330,PERPHENAZINE AND AMITRIPTYLINE HCL,viewrating.asp?drug=70336&name=PERPHENAZINE+AND+AMITRIPTYLINE+HCL
1331,PERSANTINE,viewrating.asp?drug=12836&name=PERSANTINE
1332,PEXEVA,viewrating.asp?drug=21299&name=PEXEVA
1333,PHENAPHEN W/ CODEINE NO. 3,viewrating.asp?drug=84445&name=PHENAPHEN+W%2F+CODEINE+NO%2E+3
1334,PHENDIMETRAZINE TARTRATE,viewrating.asp?drug=18074&name=PHENDIMETRAZINE+TARTRATE
1335,PHENERGAN,viewrating.asp?drug=7935&name=PHENERGAN
1336,PHENERGAN VC,viewrating.asp?drug=8604&name=PHENERGAN+VC
1337,PHENERGAN W/ CODEINE,viewrating.asp?drug=8306&name=PHENERGAN+W%2F+CODEINE
1338,PHENERGAN W/ DEXTROMETHORPHAN,viewrating.asp?drug=11265&name=PHENERGAN+W%2F+DEXTROMETHORPHAN
1339,PHENTERMINE HYDROCHLORIDE,viewrating.asp?drug=91359&name=PHENTERMINE+HYDROCHLORIDE
1340,PHENTERMINE HYDROCHLORIDE,viewrating.asp?drug=40083&name=PHENTERMINE+HYDROCHLORIDE
1341,PHENYLPROPANOLAMINE HCL W/ CHLORPHENIRAMINE MALEATE,viewrating.asp?drug=18809&name=PHENYLPROPANOLAMINE+HCL+W%2F+CHLORPHENIRAMINE+MALEATE
1342,PHOSLO,viewrating.asp?drug=19976&name=PHOSLO
1343,PHOSPHOLINE IODIDE,viewrating.asp?drug=11963&name=PHOSPHOLINE+IODIDE
1344,PHRENILIN,viewrating.asp?drug=87811&name=PHRENILIN
1345,PILOCARPINE HYDROCHLORIDE,viewrating.asp?drug=76746&name=PILOCARPINE+HYDROCHLORIDE
1346,PINDOLOL,viewrating.asp?drug=73608&name=PINDOLOL
1347,PIROXICAM,viewrating.asp?drug=73535&name=PIROXICAM
1348,PITOCIN,viewrating.asp?drug=18261&name=PITOCIN
1349,PLACIDYL,viewrating.asp?drug=10021&name=PLACIDYL
1350,PLAN B,viewrating.asp?drug=21045&name=PLAN+B
1351,PLAN B ONE-STEP,viewrating.asp?drug=21998&name=PLAN+B+ONE%2DSTEP
1352,PLAQUENIL,viewrating.asp?drug=9768&name=PLAQUENIL
1353,PLAVIX,viewrating.asp?drug=20839&name=PLAVIX
1354,PLENDIL,viewrating.asp?drug=19834&name=PLENDIL
1355,PLETAL,viewrating.asp?drug=20863&name=PLETAL
1356,PONSTEL,viewrating.asp?drug=15034&name=PONSTEL
1357,POTASSIUM CHLORIDE,viewrating.asp?drug=70618&name=POTASSIUM+CHLORIDE
1358,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,viewrating.asp?drug=18876&name=POTASSIUM+CHLORIDE+10MEQ+IN+DEXTROSE+5%25+AND+SODIUM+CHLORIDE+0%2E3%25+IN+PLASTIC+CONTAINER
1359,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,viewrating.asp?drug=19685&name=POTASSIUM+CHLORIDE+20MEQ+IN+DEXTROSE+5%25+AND+LACTATED+RINGER%27S+IN+PLASTIC+CONTAINER
1360,PRADAXA,viewrating.asp?drug=22512&name=PRADAXA
1361,PRALUENT,viewrating.asp?drug=125559&name=PRALUENT
1362,PRANDIN,viewrating.asp?drug=20741&name=PRANDIN
1363,PRAVACHOL,viewrating.asp?drug=19898&name=PRAVACHOL
1364,PRAVASTATIN SODIUM,viewrating.asp?drug=76341&name=PRAVASTATIN+SODIUM
1365,PRAZOSIN HCL,viewrating.asp?drug=71745&name=PRAZOSIN+HCL
1366,PRECOSE,viewrating.asp?drug=20482&name=PRECOSE
1367,PRED FORTE,viewrating.asp?drug=17011&name=PRED+FORTE
1368,PREDNISOLONE,viewrating.asp?drug=40192&name=PREDNISOLONE
1369,PREDNISOLONE ACETATE,viewrating.asp?drug=83398&name=PREDNISOLONE+ACETATE
1370,PREDNISONE,viewrating.asp?drug=80209&name=PREDNISONE
1371,PREDNISONE INTENSOL,viewrating.asp?drug=88810&name=PREDNISONE+INTENSOL
1372,PREFEST,viewrating.asp?drug=21040&name=PREFEST
1373,PREMARIN,viewrating.asp?drug=4782&name=PREMARIN
1374,PREMASOL 6% IN PLASTIC CONTAINER,viewrating.asp?drug=75880&name=PREMASOL+6%25+IN+PLASTIC+CONTAINER
1375,PREMPRO,viewrating.asp?drug=20527&name=PREMPRO
1376,PREMPRO (PREMARIN;CYCRIN 14/14),viewrating.asp?drug=20303&name=PREMPRO+%28PREMARIN%3BCYCRIN+14%2F14%29
1377,PREPOPIK,viewrating.asp?drug=202535&name=PREPOPIK
1378,PREVACID,viewrating.asp?drug=20406&name=PREVACID
1379,PREVACID 24 HR,viewrating.asp?drug=22327&name=PREVACID+24+HR
1380,PREVALITE,viewrating.asp?drug=73263&name=PREVALITE
1381,PREVIFEM,viewrating.asp?drug=76334&name=PREVIFEM
1382,PREVPAC,viewrating.asp?drug=50757&name=PREVPAC
1383,PRILOSEC,viewrating.asp?drug=19810&name=PRILOSEC
1384,PRILOSEC OTC,viewrating.asp?drug=21229&name=PRILOSEC+OTC
1385,PRIMAQUINE,viewrating.asp?drug=8316&name=PRIMAQUINE
1386,PRINIVIL,viewrating.asp?drug=19558&name=PRINIVIL
1387,PRINZIDE,viewrating.asp?drug=19778&name=PRINZIDE
1388,PRISTIQ,viewrating.asp?drug=21992&name=PRISTIQ
1389,PROAIR HFA,viewrating.asp?drug=21457&name=PROAIR+HFA
1390,PROAMATINE,viewrating.asp?drug=19815&name=PROAMATINE
1391,PRO-BANTHINE,viewrating.asp?drug=8732&name=PRO%2DBANTHINE
1392,PROBENECID,viewrating.asp?drug=83740&name=PROBENECID
1393,PROBENECID AND COLCHICINE,viewrating.asp?drug=83720&name=PROBENECID+AND+COLCHICINE
1394,PROCARDIA,viewrating.asp?drug=18482&name=PROCARDIA
1395,PROCARDIA XL,viewrating.asp?drug=19684&name=PROCARDIA+XL
1396,PROCHLORPERAZINE,viewrating.asp?drug=40058&name=PROCHLORPERAZINE
1397,PROCHLORPERAZINE MALEATE,viewrating.asp?drug=40101&name=PROCHLORPERAZINE+MALEATE
1398,PROCTOCORT,viewrating.asp?drug=83011&name=PROCTOCORT
1399,PROCTOFOAM HC,viewrating.asp?drug=86195&name=PROCTOFOAM+HC
1400,PROGESTERONE,viewrating.asp?drug=9238&name=PROGESTERONE
1401,PROGRAF,viewrating.asp?drug=50708&name=PROGRAF
1402,PROLIA,viewrating.asp?drug=125320&name=PROLIA
1403,PROLIXIN,viewrating.asp?drug=11751&name=PROLIXIN
1404,PROLIXIN DECANOATE,viewrating.asp?drug=16727&name=PROLIXIN+DECANOATE
1405,PROMETHAZINE DM,viewrating.asp?drug=40649&name=PROMETHAZINE+DM
1406,PROMETHAZINE HCL,viewrating.asp?drug=40026&name=PROMETHAZINE+HCL
1407,PROMETHAZINE HCL AND CODEINE PHOSPHATE,viewrating.asp?drug=40151&name=PROMETHAZINE+HCL+AND+CODEINE+PHOSPHATE
1408,PROMETHAZINE PLAIN,viewrating.asp?drug=87953&name=PROMETHAZINE+PLAIN
